iter	Passed	Remaining
1683	7155	5591
1684	7159	5587
1685	7163	5582
1686	7166	5577
1687	7170	5573
1688	7174	5569
1689	7178	5564
1690	7182	5560
1691	7185	5554
1692	7189	5550
1693	7193	5545
1694	7198	5541
1695	7201	5536
1696	7204	5531
1697	7208	5527
1698	7213	5523
1699	7216	5518
1700	7219	5513
1701	7224	5509
1702	7228	5505
1703	7233	5501
1704	7236	5496
1705	7240	5492
1706	7244	5487
1707	7248	5483
1708	7251	5478
1709	7255	5473
1710	7258	5468
1711	7262	5463
1712	7265	5459
1713	7269	5454
1714	7272	5449
1715	7276	5444
1716	7280	5440
1717	7283	5435
1718	7287	5430
1719	7291	5426
1720	7296	5422
1721	7299	5417
1722	7302	5412
1723	7308	5409
1724	7313	5405
1725	7317	5400
1726	7320	5395
1727	7323	5391
1728	7327	5386
1729	7330	5381
1730	7334	5376
1731	7337	5372
1732	7341	5367
1733	7348	5364
1734	7351	5360
1735	7356	5356
1736	7361	5352
1737	7364	5347
1738	7368	5342
1739	7371	5337
1740	7374	5333
1741	7379	5328
1742	7382	5323
1743	7385	5318
1744	7389	5314
1745	7392	5309
1746	7396	5304
1747	7399	5299
1748	7402	5295
1749	7407	5290
1750	7410	5286
1751	7414	5281
1752	7417	5276
1753	7421	5271
1754	7425	5267
1755	7430	5263
1756	7433	5259
1757	7436	5254
1758	7440	5249
1759	7444	5244
1760	7448	5240
1761	7452	5236
1762	7456	5232
1763	7461	5228
1764	7465	5223
1765	7468	5218
1766	7472	5214
1767	7477	5210
1768	7481	5205
1769	7484	5200
1770	7487	5196
1771	7491	5191
1772	7494	5186
1773	7498	5182
1774	7502	5177
1775	7505	5172
1776	7507	5166
1777	7511	5162
1778	7514	5157
1779	7517	5152
1780	7520	5147
1781	7524	5143
1782	7528	5138
1783	7532	5133
1784	7535	5129
1785	7539	5124
1786	7542	5119
1787	7547	5115
1788	7550	5110
1789	7554	5106
1790	7559	5103
1791	7563	5098
1792	7566	5093
1793	7570	5088
1794	7574	5084
1795	7577	5080
1796	7581	5075
1797	7584	5070
1798	7589	5066
1799	7593	5062
1800	7596	5057
1801	7600	5052
1802	7604	5048
1803	7609	5044
1804	7612	5039
1805	7615	5035
1806	7619	5030
1807	7622	5025
1808	7627	5021
1809	7630	5016
1810	7633	5011
1811	7637	5007
1812	7645	5005
1813	7650	5002
1814	7656	4999
1815	7663	4996
1816	7668	4992
1817	7674	4989
1818	7679	4986
1819	7684	4982
1820	7689	4978
1821	7694	4974
1822	7700	4971
1823	7705	4968
1824	7710	4964
1825	7716	4960
1826	7721	4957
1827	7727	4954
1828	7732	4950
1829	7737	4946
1830	7742	4943
1831	7748	4939
1832	7753	4936
1833	7759	4933
1834	7764	4929
1835	7769	4925
1836	7775	4922
1837	7780	4919
1838	7784	4914
1839	7789	4910
1840	7793	4906
1841	7796	4901
1842	7799	4896
1843	7803	4891
1844	7806	4887
1845	7810	4882
1846	7813	4877
1847	7817	4872
1848	7820	4868
1849	7824	4864
1850	7828	4859
1851	7831	4854
1852	7834	4849
1853	7838	4845
1854	7843	4841
1855	7847	4836
1856	7851	4832
1857	7855	4828
1858	7860	4824
1859	7863	4819
1860	7866	4814
1861	7870	4810
1862	7874	4806
1863	7878	4801
1864	7881	4796
1865	7885	4792
1866	7889	4787
1867	7892	4782
1868	7896	4778
1869	7899	4773
1870	7904	4769
1871	7909	4765
1872	7912	4761
1873	7915	4756
1874	7919	4751
1875	7925	4748
1876	7930	4744
1877	7935	4740
1878	7940	4736
1879	7945	4733
1880	7950	4729
1881	7956	4726
1882	7961	4722
1883	7966	4719
1884	7973	4716
1885	7978	4712
1886	7983	4708
1887	7988	4705
1888	7994	4701
1889	7999	4698
1890	8002	4693
1891	8007	4689
1892	8009	4684
1893	8013	4679
1894	8016	4674
1895	8020	4670
1896	8025	4666
1897	8029	4661
1898	8033	4657
1899	8036	4652
1900	8040	4648
1901	8045	4644
1902	8048	4639
1903	8052	4634
1904	8056	4630
1905	8059	4626
1906	8063	4621
1907	8066	4616
1908	8070	4612
1909	8073	4607
1910	8078	4603
1911	8081	4598
1912	8085	4594
1913	8090	4590
1914	8093	4585
1915	8096	4580
1916	8100	4576
1917	8104	4571
1918	8108	4567
1919	8111	4562
1920	8115	4558
1921	8119	4554
1922	8124	4550
1923	8127	4545
1924	8131	4540
1925	8134	4536
1926	8138	4531
1927	8142	4527
1928	8146	4522
1929	8150	4518
1930	8155	4514
1931	8159	4510
1932	8162	4505
1933	8166	4501
1934	8169	4496
1935	8173	4492
1936	8176	4487
1937	8179	4482
1938	8184	4478
1939	8188	4474
1940	8192	4469
1941	8195	4464
1942	8199	4460
1943	8202	4455
1944	8206	4451
1945	8209	4446
1946	8213	4442
1947	8217	4437
1948	8221	4433
1949	8224	4428
1950	8228	4424
1951	8231	4419
1952	8235	4415
1953	8239	4410
1954	8243	4406
1955	8246	4401
1956	8250	4397
1957	8254	4392
1958	8257	4387
1959	8260	4383
1960	8264	4378
1961	8268	4374
1962	8272	4370
1963	8275	4365
1964	8279	4360
1965	8282	4356
1966	8287	4352
1967	8290	4347
1968	8294	4342
1969	8298	4338
1970	8302	4334
1971	8306	4330
1972	8310	4325
1973	8313	4321
1974	8317	4316
1975	8321	4312
1976	8324	4307
1977	8328	4303
1978	8332	4298
1979	8335	4294
1980	8339	4289
1981	8343	4285
1982	8347	4281
1983	8350	4276
1984	8354	4272
1985	8358	4267
1986	8361	4262
1987	8364	4258
1988	8368	4253
1989	8372	4249
1990	8375	4244
1991	8378	4239
1992	8382	4235
1993	8386	4230
1994	8389	4226
1995	8393	4221
1996	8396	4217
1997	8399	4212
1998	8402	4207
1999	8406	4203
2000	8409	4198
2001	8413	4194
2002	8416	4189
2003	8422	4185
2004	8425	4181
2005	8428	4176
2006	8432	4172
2007	8436	4167
2008	8440	4163
2009	8443	4158
2010	8447	4154
2011	8451	4150
2012	8455	4145
2013	8458	4141
2014	8461	4136
2015	8466	4132
2016	8470	4127
2017	8473	4123
2018	8476	4118
2019	8479	4114
2020	8483	4109
2021	8487	4105
2022	8490	4100
2023	8493	4095
2024	8497	4091
2025	8500	4086
2026	8504	4082
2027	8507	4077
2028	8511	4073
2029	8515	4068
2030	8519	4064
2031	8523	4060
2032	8526	4055
2033	8531	4051
2034	8535	4047
2035	8539	4043
2036	8542	4038
2037	8546	4034
2038	8550	4029
2039	8554	4025
2040	8557	4021
2041	8561	4016
2042	8565	4012
2043	8568	4007
2044	8573	4003
2045	8576	3999
2046	8579	3994
2047	8583	3989
2048	8587	3985
2049	8590	3981
2050	8593	3976
2051	8597	3972
2052	8601	3967
2053	8604	3962
2054	8607	3958
2055	8613	3954
2056	8618	3951
2057	8622	3946
2058	8627	3942
2059	8632	3938
2060	8638	3935
2061	8646	3933
2062	8654	3930
2063	8659	3927
2064	8666	3924
2065	8672	3920
2066	8677	3916
2067	8683	3913
2068	8688	3909
2069	8693	3905
2070	8698	3902
2071	8703	3897
2072	8706	3893
2073	8709	3888
2074	8713	3884
2075	8717	3880
2076	8721	3875
2077	8723	3870
2078	8727	3866
2079	8731	3861
2080	8738	3858
2081	8742	3854
2082	8746	3850
2083	8750	3846
2084	8754	3842
2085	8758	3837
2086	8762	3833
2087	8766	3829
2088	8770	3824
2089	8773	3820
2090	8777	3815
2091	8781	3811
2092	8786	3807
2093	8789	3802
2094	8792	3798
2095	8796	3794
2096	8801	3789
2097	8804	3785
2098	8807	3780
2099	8811	3776
2100	8815	3772
2101	8819	3767
2102	8823	3763
2103	8826	3758
2104	8830	3754
2105	8833	3749
2106	8838	3746
2107	8842	3741
2108	8846	3737
2109	8851	3733
2110	8854	3728
2111	8858	3724
2112	8862	3720
2113	8867	3716
2114	8870	3711
2115	8873	3707
2116	8877	3702
2117	8881	3698
2118	8885	3694
2119	8888	3689
2120	8892	3685
2121	8895	3680
2122	8900	3676
2123	8903	3672
2124	8907	3667
2125	8910	3663
2126	8915	3659
2127	8918	3654
2128	8922	3650
2129	8925	3645
2130	8929	3641
2131	8934	3637
2132	8938	3633
2133	8942	3628
2134	8945	3624
2135	8949	3620
2136	8952	3615
2137	8955	3610
2138	8959	3606
2139	8962	3601
2140	8967	3597
2141	8970	3593
2142	8973	3588
2143	8977	3584
2144	8981	3580
2145	8984	3575
2146	8988	3571
2147	8992	3566
2148	8995	3562
2149	9000	3558
2150	9004	3553
2151	9007	3549
2152	9011	3545
2153	9015	3540
2154	9018	3536
2155	9021	3531
2156	9025	3527
2157	9029	3523
2158	9033	3518
2159	9037	3514
2160	9040	3509
2161	9044	3505
2162	9048	3501
2163	9052	3497
2164	9055	3492
2165	9058	3488
2166	9062	3483
2167	9067	3479
2168	9071	3475
2169	9074	3471
2170	9079	3467
2171	9082	3462
2172	9084	3457
2173	9088	3453
2174	9091	3448
2175	9095	3444
2176	9099	3439
2177	9102	3435
2178	9105	3430
2179	9109	3426
2180	9115	3422
2181	9118	3418
2182	9121	3413
2183	9124	3409
2184	9127	3404
2185	9131	3400
2186	9136	3396
2187	9139	3391
2188	9144	3387
2189	9147	3383
2190	9151	3379
2191	9154	3374
2192	9158	3370
2193	9163	3366
2194	9166	3361
2195	9169	3357
2196	9174	3353
2197	9179	3349
2198	9183	3345
2199	9189	3341
2200	9194	3337
2201	9200	3334
2202	9204	3329
2203	9211	3326
2204	9216	3322
2205	9219	3318
2206	9223	3313
2207	9226	3309
2208	9231	3305
2209	9235	3301
2210	9238	3296
2211	9242	3292
2212	9246	3288
2213	9249	3283
2214	9252	3279
2215	9256	3275
2216	9260	3270
2217	9264	3266
2218	9267	3261
2219	9270	3257
2220	9279	3254
2221	9284	3250
2222	9288	3246
2223	9292	3242
2224	9298	3238
2225	9302	3234
2226	9308	3231
2227	9314	3227
2228	9319	3223
2229	9324	3219
2230	9327	3215
2231	9332	3211
2232	9335	3206
2233	9339	3202
2234	9342	3197
2235	9349	3194
2236	9352	3189
2237	9355	3185
2238	9359	3181
2239	9363	3176
2240	9366	3172
2241	9370	3167
2242	9373	3163
2243	9377	3159
2244	9380	3154
2245	9384	3150
2246	9387	3145
2247	9391	3141
2248	9396	3137
2249	9399	3133
2250	9402	3128
2251	9405	3124
2252	9409	3119
2253	9413	3115
2254	9417	3111
2255	9421	3107
2256	9425	3102
2257	9429	3098
2258	9433	3094
2259	9436	3089
2260	9441	3085
2261	9445	3081
2262	9449	3077
2263	9452	3073
2264	9457	3068
2265	9461	3064
2266	9465	3060
2267	9468	3056
2268	9472	3051
2269	9477	3047
2270	9481	3043
2271	9484	3039
2272	9488	3034
2273	9492	3030
2274	9496	3026
2275	9499	3021
2276	9502	3017
2277	9505	3012
2278	9510	3008
2279	9514	3004
2280	9517	3000
2281	9521	2995
2282	9525	2991
2283	9530	2987
2284	9533	2983
2285	9536	2978
2286	9540	2974
2287	9543	2969
2288	9548	2965
2289	9551	2961
2290	9555	2957
2291	9561	2953
2292	9565	2949
2293	9567	2944
2294	9571	2940
2295	9575	2936
2296	9579	2931
2297	9582	2927
2298	9586	2923
2299	9589	2918
2300	9593	2914
2301	9597	2910
2302	9600	2905
2303	9603	2901
2304	9608	2897
2305	9611	2892
2306	9615	2888
2307	9618	2884
2308	9622	2879
2309	9627	2875
2310	9630	2871
2311	9634	2866
2312	9637	2862
2313	9640	2858
2314	9645	2854
2315	9648	2849
2316	9651	2845
2317	9655	2840
2318	9660	2836
2319	9663	2832
2320	9667	2828
2321	9671	2824
2322	9676	2820
2323	9679	2815
2324	9683	2811
2325	9687	2806
2326	9691	2802
2327	9694	2798
2328	9698	2794
2329	9700	2789
2330	9704	2785
2331	9709	2781
2332	9712	2776
2333	9715	2772
2334	9718	2767
2335	9722	2763
2336	9725	2759
2337	9729	2754
2338	9732	2750
2339	9737	2746
2340	9740	2742
2341	9744	2737
2342	9747	2733
2343	9751	2729
2344	9754	2724
2345	9758	2720
2346	9762	2716
2347	9765	2711
2348	9769	2707
2349	9773	2703
2350	9777	2699
2351	9780	2694
2352	9784	2690
2353	9788	2686
2354	9792	2682
2355	9796	2677
2356	9799	2673
2357	9803	2669
2358	9807	2665
2359	9811	2660
2360	9814	2656
2361	9818	2652
2362	9821	2647
2363	9826	2643
2364	9829	2639
2365	9832	2634
2366	9836	2630
2367	9839	2626
2368	9844	2622
2369	9848	2618
2370	9853	2613
2371	9859	2610
2372	9863	2606
2373	9868	2602
2374	9873	2598
2375	9877	2594
2376	9881	2589
2377	9884	2585
2378	9888	2581
2379	9892	2577
2380	9896	2572
2381	9899	2568
2382	9903	2564
2383	9908	2560
2384	9911	2555
2385	9914	2551
2386	9919	2547
2387	9923	2543
2388	9929	2539
2389	9933	2535
2390	9938	2531
2391	9943	2527
2392	9946	2523
2393	9950	2518
2394	9953	2514
2395	9957	2510
2396	9961	2505
2397	9964	2501
2398	9968	2497
2399	9972	2493
2400	9976	2488
2401	9979	2484
2402	9983	2480
2403	9987	2475
2404	9991	2472
2405	9994	2467
2406	9998	2463
2407	10002	2458
2408	10005	2454
2409	10009	2450
2410	10012	2446
2411	10016	2441
2412	10019	2437
2413	10023	2433
2414	10027	2429
2415	10031	2424
2416	10035	2420
2417	10040	2416
2418	10043	2412
2419	10046	2407
2420	10049	2403
2421	10053	2399
2422	10057	2395
2423	10061	2390
2424	10064	2386
2425	10067	2382
2426	10072	2377
2427	10075	2373
2428	10078	2369
2429	10082	2365
2430	10085	2360
2431	10090	2356
2432	10094	2352
2433	10097	2348
2434	10100	2343
2435	10104	2339
2436	10108	2335
2437	10111	2330
2438	10114	2326
2439	10118	2322
2440	10122	2318
2441	10126	2313
2442	10130	2309
2443	10133	2305
2444	10137	2301
2445	10140	2296
2446	10144	2292
2447	10148	2288
2448	10151	2284
2449	10155	2279
2450	10158	2275
2451	10162	2271
2452	10166	2266
2453	10169	2262
2454	10173	2258
2455	10176	2254
2456	10180	2249
2457	10184	2245
2458	10189	2241
2459	10193	2237
2460	10196	2233
2461	10200	2229
2462	10205	2225
2463	10209	2220
2464	10212	2216
2465	10216	2212
2466	10219	2207
2467	10226	2204
2468	10229	2199
2469	10232	2195
2470	10237	2191
2471	10241	2187
2472	10244	2183
2473	10248	2179
2474	10253	2174
2475	10257	2170
2476	10260	2166
2477	10264	2162
2478	10267	2157
2479	10271	2153
2480	10274	2149
2481	10278	2145
2482	10282	2140
2483	10287	2136
2484	10290	2132
2485	10293	2128
2486	10297	2124
2487	10301	2119
2488	10305	2115
2489	10308	2111
2490	10311	2107
2491	10315	2102
2492	10318	2098
2493	10323	2094
2494	10326	2090
2495	10329	2085
2496	10333	2081
2497	10337	2077
2498	10340	2073
2499	10343	2068
2500	10347	2064
2501	10351	2060
2502	10354	2055
2503	10357	2051
2504	10360	2047
2505	10364	2043
2506	10368	2038
2507	10371	2034
2508	10375	2030
2509	10378	2026
2510	10382	2021
2511	10386	2017
2512	10389	2013
2513	10392	2009
2514	10396	2004
2515	10399	2000
2516	10403	1996
2517	10407	1992
2518	10411	1987
2519	10414	1983
2520	10417	1979
2521	10422	1975
2522	10425	1971
2523	10429	1966
2524	10433	1962
2525	10438	1958
2526	10442	1954
2527	10445	1950
2528	10448	1945
2529	10454	1942
2530	10458	1937
2531	10461	1933
2532	10465	1929
2533	10469	1925
2534	10472	1921
2535	10475	1916
2536	10479	1912
2537	10482	1908
2538	10487	1904
2539	10490	1899
2540	10494	1895
2541	10498	1891
2542	10503	1887
2543	10506	1883
2544	10509	1878
2545	10513	1874
2546	10516	1870
2547	10520	1866
2548	10524	1862
2549	10527	1857
2550	10531	1853
2551	10537	1849
2552	10540	1845
2553	10544	1841
2554	10547	1837
2555	10551	1832
2556	10556	1828
2557	10559	1824
2558	10563	1820
2559	10566	1816
2560	10570	1811
2561	10573	1807
2562	10576	1803
2563	10580	1799
2564	10586	1795
2565	10590	1791
2566	10594	1786
2567	10596	1782
2568	10601	1778
2569	10605	1774
2570	10608	1770
2571	10613	1766
2572	10616	1761
2573	10620	1757
2574	10624	1753
2575	10626	1749
2576	10629	1744
2577	10635	1740
2578	10639	1736
2579	10644	1732
2580	10647	1728
2581	10652	1724
2582	10655	1720
2583	10658	1715
2584	10662	1711
2585	10667	1707
2586	10670	1703
2587	10674	1699
2588	10678	1695
2589	10681	1690
2590	10686	1686
2591	10689	1682
2592	10694	1678
2593	10697	1674
2594	10703	1670
2595	10709	1666
2596	10715	1662
2597	10722	1659
2598	10728	1655
2599	10734	1651
2600	10740	1647
2601	10747	1643
2602	10753	1640
2603	10759	1636
2604	10765	1632
2605	10771	1628
2606	10778	1624
2607	10784	1621
2608	10791	1617
2609	10797	1613
2610	10803	1609
2611	10809	1605
2612	10816	1601
2613	10822	1598
2614	10829	1594
2615	10834	1590
2616	10838	1586
2617	10842	1582
2618	10845	1577
2619	10850	1573
2620	10853	1569
2621	10856	1565
2622	10860	1560
2623	10864	1556
2624	10868	1552
2625	10871	1548
2626	10875	1544
2627	10878	1539
2628	10883	1535
2629	10886	1531
2630	10889	1527
2631	10893	1523
2632	10896	1518
2633	10901	1514
2634	10904	1510
2635	10907	1506
2636	10911	1501
2637	10916	1497
2638	10919	1493
2639	10923	1489
2640	10927	1485
2641	10932	1481
2642	10936	1477
2643	10940	1473
2644	10943	1468
2645	10947	1464
2646	10950	1460
2647	10954	1456
2648	10957	1451
2649	10961	1447
2650	10965	1443
2651	10969	1439
2652	10972	1435
2653	10976	1431
2654	10981	1426
2655	10985	1422
2656	10988	1418
2657	10992	1414
2658	10995	1410
2659	10999	1405
2660	11003	1401
2661	11006	1397
2662	11009	1393
2663	11013	1389
2664	11018	1385
2665	11021	1380
2666	11025	1376
2667	11029	1372
2668	11034	1368
2669	11038	1364
2670	11041	1360
2671	11044	1355
2672	11049	1351
2673	11052	1347
2674	11056	1343
2675	11059	1339
2676	11062	1334
2677	11066	1330
2678	11069	1326
2679	11072	1322
2680	11077	1318
2681	11082	1314
2682	11086	1309
2683	11089	1305
2684	11092	1301
2685	11096	1297
2686	11100	1293
2687	11103	1288
2688	11106	1284
2689	11109	1280
2690	11113	1276
2691	11117	1272
2692	11120	1267
2693	11124	1263
2694	11129	1259
2695	11134	1255
2696	11137	1251
2697	11140	1247
2698	11144	1242
2699	11149	1238
2700	11152	1234
2701	11156	1230
2702	11159	1226
2703	11163	1222
2704	11167	1217
2705	11170	1213
2706	11173	1209
2707	11177	1205
2708	11182	1201
2709	11185	1197
2710	11190	1192
2711	11194	1188
2712	11198	1184
2713	11204	1180
2714	11210	1176
2715	11215	1172
2716	11220	1168
2717	11225	1164
2718	11231	1160
2719	11237	1156
2720	11242	1152
2721	11248	1148
2722	11253	1144
2723	11259	1140
2724	11265	1136
2725	11270	1132
2726	11276	1128
2727	11282	1124
2728	11287	1120
2729	11291	1116
2730	11296	1112
2731	11300	1108
2732	11303	1104
2733	11307	1100
2734	11311	1095
2735	11315	1091
2736	11318	1087
2737	11322	1083
2738	11325	1079
2739	11329	1075
2740	11333	1070
2741	11336	1066
2742	11340	1062
2743	11345	1058
2744	11348	1054
2745	11352	1050
2746	11355	1045
2747	11358	1041
2748	11362	1037
2749	11365	1033
2750	11369	1029
2751	11373	1024
2752	11376	1020
2753	11381	1016
2754	11384	1012
2755	11388	1008
2756	11391	1004
2757	11396	999
2758	11400	995
2759	11403	991
2760	11407	987
2761	11411	983
2762	11415	979
2763	11419	975
2764	11422	970
2765	11426	966
2766	11429	962
2767	11434	958
2768	11437	954
2769	11440	949
2770	11444	945
2771	11448	941
2772	11451	937
2773	11455	933
2774	11459	929
2775	11463	924
2776	11466	920
2777	11469	916
2778	11473	912
2779	11477	908
2780	11482	904
2781	11484	899
2782	11488	895
2783	11491	891
2784	11496	887
2785	11500	883
2786	11503	879
2787	11506	874
2788	11510	870
2789	11515	866
2790	11518	862
2791	11522	858
2792	11526	854
2793	11529	850
2794	11533	845
2795	11535	841
2796	11540	837
2797	11543	833
2798	11547	829
2799	11551	825
2800	11554	820
2801	11557	816
2802	11561	812
2803	11565	808
2804	11569	804
2805	11572	800
2806	11576	795
2807	11580	791
2808	11583	787
2809	11587	783
2810	11590	779
2811	11595	775
2812	11599	771
2813	11602	766
2814	11606	762
2815	11610	758
2816	11614	754
2817	11617	750
2818	11621	746
2819	11624	742
2820	11629	737
2821	11632	733
2822	11636	729
2823	11640	725
2824	11646	721
2825	11649	717
2826	11654	713
2827	11657	709
2828	11662	704
2829	11665	700
2830	11668	696
2831	11672	692
2832	11676	688
2833	11680	684
2834	11683	680
2835	11687	675
2836	11691	671
2837	11694	667
2838	11697	663
2839	11701	659
2840	11704	655
2841	11707	650
2842	11712	646
2843	11715	642
2844	11719	638
2845	11722	634
2846	11729	630
2847	11732	626
2848	11735	622
2849	11739	617
2850	11743	613
2851	11747	609
2852	11750	605
2853	11755	601
2854	11759	597
2855	11763	593
2856	11767	588
2857	11771	584
2858	11775	580
2859	11779	576
2860	11782	572
2861	11786	568
2862	11790	564
2863	11794	560
2864	11797	555
2865	11800	551
2866	11804	547
2867	11808	543
2868	11812	539
2869	11818	535
2870	11823	531
2871	11828	527
2872	11833	523
2873	11839	519
2874	11844	514
2875	11850	510
2876	11855	506
2877	11861	502
2878	11865	498
2879	11869	494
2880	11872	490
2881	11877	486
2882	11881	482
2883	11884	478
2884	11887	473
2885	11891	469
2886	11895	465
2887	11899	461
2888	11902	457
2889	11906	453
2890	11912	449
2891	11917	445
2892	11923	441
2893	11929	436
2894	11934	432
2895	11939	428
2896	11945	424
2897	11950	420
2898	11955	416
2899	11961	412
2900	11967	408
2901	11972	404
2902	11977	400
2903	11983	396
2904	11989	392
2905	11995	388
2906	12001	383
2907	12008	379
2908	12014	375
2909	12018	371
2910	12022	367
2911	12027	363
2912	12031	359
2913	12034	355
2914	12038	351
2915	12042	346
2916	12046	342
2917	12049	338
2918	12053	334
2919	12058	330
2920	12061	326
2921	12065	322
2922	12068	317
2923	12071	313
2924	12075	309
2925	12079	305
2926	12082	301
2927	12085	297
2928	12089	293
2929	12094	288
2930	12097	284
2931	12101	280
2932	12105	276
2933	12109	272
2934	12116	268
2935	12120	264
2936	12125	260
2937	12131	256
2938	12136	251
2939	12143	247
2940	12148	243
2941	12154	239
2942	12159	235
2943	12164	231
2944	12170	227
2945	12175	223
2946	12180	219
2947	12185	214
2948	12192	210
2949	12196	206
2950	12201	202
2951	12206	198
2952	12212	194
2953	12218	190
2954	12223	186
2955	12229	182
2956	12234	177
2957	12240	173
2958	12245	169
2959	12250	165
2960	12256	161
2961	12261	157
2962	12266	153
2963	12270	149
2964	12275	144
2965	12278	140
2966	12282	136
2967	12285	132
2968	12290	128
2969	12294	124
2970	12297	120
2971	12301	115
2972	12304	111
2973	12308	107
2974	12311	103
2975	12315	99
2976	12319	95
2977	12324	91
2978	12328	86
2979	12332	82
2980	12335	78
2981	12339	74
2982	12343	70
2983	12346	66
2984	12349	62
2985	12354	57
2986	12358	53
2987	12361	49
2988	12365	45
2989	12369	41
2990	12374	37
2991	12377	33
2992	12381	28
2993	12384	24
2994	12388	20
2995	12392	16
2996	12395	12
2997	12398	8
2998	12402	4
2999	12406	0
