iter	MAPE	RMSE
690	0.08539418397	227246.8274
691	0.08535250516	227231.4926
692	0.08532278509	227155.121
693	0.08530532794	227093.6426
694	0.08528678323	227037.9121
695	0.08528238511	226981.1487
696	0.08527879148	226962.6123
697	0.0852718518	226880.0238
698	0.08527273448	226839.1582
699	0.08525250069	226800.9287
700	0.08524745681	226753.3484
701	0.08519774946	226682.7289
702	0.08518092096	226438.6522
703	0.08516029158	226363.9327
704	0.08516101728	226322.8112
705	0.08511881302	226282.5613
706	0.08508690213	226235.6983
707	0.08506100757	226212.4894
708	0.08505018251	226161.4387
709	0.08504403311	226142.3467
710	0.08503567811	226116.5037
711	0.08503772703	226096.5852
712	0.08499017909	226072.607
713	0.08498381126	226011.1381
714	0.08495079464	225888.4493
715	0.08494663293	225852.1287
716	0.08494581854	225838.4045
717	0.0848548326	225806.0196
718	0.08482054852	225733.1047
719	0.08477004915	225675.5477
720	0.08475784876	225593.9092
721	0.08472480499	225517.9511
722	0.08468324293	225491.4554
723	0.0846820093	225404.5182
724	0.08466678314	225381.5689
725	0.08465136054	225317.8427
726	0.08464499464	225234.6918
727	0.08458856027	225180.0049
728	0.08457532956	225179.422
729	0.08455142725	225099.4506
730	0.08452391135	225096.1902
731	0.08453624431	225068.1584
732	0.08452177559	225034.6433
733	0.08450851139	224933.9183
734	0.08447632641	224886.8561
735	0.08444720147	224810.9339
736	0.08443260825	224768.0349
737	0.08443154159	224758.4023
738	0.08436291879	224728.0082
739	0.08434193245	224635.8174
740	0.08433178252	224590.4425
741	0.08433621676	224570.6321
742	0.08431321646	224413.6284
743	0.08430728641	224394.9846
744	0.08427038426	224332.4224
745	0.08422763344	224317.1292
746	0.08422461875	224316.0296
747	0.08422423114	224283.6237
748	0.08419661987	224269.7812
749	0.08418100846	224254.5828
750	0.08414759088	224230.6957
751	0.08414012691	224068.469
752	0.08412678923	224047.5587
753	0.08412906193	224041.2678
754	0.08412329097	223885.7653
755	0.08410333243	223863.4221
756	0.08404367524	223846.7343
757	0.084030069	223637.7938
758	0.08402671551	223619.2827
759	0.08388457884	223610.4881
760	0.0838684305	223584.2331
761	0.08387588644	223557.2079
762	0.08385846293	223538.7734
763	0.08384685225	223450.3263
764	0.08383996095	223411.3496
765	0.08379740609	223402.0321
766	0.08379068964	223393.2168
767	0.0837908165	223359.697
768	0.08377817279	223320.9415
769	0.0837710296	223263.0674
770	0.08377854575	223252.9318
771	0.08377986124	223235.2364
772	0.08375560703	223201.0432
773	0.08371917019	223194.2815
774	0.08371606149	223142.0177
775	0.08369911891	223071.7746
776	0.08371385651	223057.6893
777	0.08370029101	223028.6018
778	0.08358297486	222996.708
779	0.08357134393	222877.7794
780	0.08355032464	222860.3
781	0.08357202159	222814.2881
782	0.08353615741	222749.1713
783	0.08351283897	222736.418
784	0.08347579885	222615.3435
785	0.08346782319	222497.3469
786	0.08344682205	222479.9526
787	0.08340728356	222415.9701
788	0.08341258014	222410.8518
789	0.08336046179	222391.5698
790	0.08334743549	222343.4916
791	0.08332173116	222295.9229
792	0.08332988958	222246.1809
793	0.08329428775	222205.2758
794	0.08329977322	222191.1745
795	0.08325899456	222160.9042
796	0.08325281646	222113.3071
797	0.0832447804	222108.1773
798	0.08323420855	222066.0051
799	0.08321915022	222056.9986
800	0.08321311718	222050.6545
801	0.08315971171	221998.101
802	0.08315875295	221997.0938
803	0.08313578872	221965.9865
804	0.0830944783	221950.1647
805	0.08305898408	221926.7054
806	0.08303054206	221851.8806
807	0.08303027389	221757.5144
808	0.08302573358	221669.1229
809	0.08301178886	221598.1563
810	0.08298162542	221490.018
811	0.08299148738	221470.6013
812	0.08298004037	221453.8838
813	0.08297673992	221441.8613
814	0.08296161619	221351.5851
815	0.08294502933	221244.3584
816	0.08292791664	221228.8953
817	0.08292510243	221191.006
818	0.08292311218	221178.4408
819	0.08291352523	221156.9516
820	0.0828971324	221073.5333
821	0.08288500277	221024.8722
822	0.08289137325	221011.2303
823	0.0828656873	220931.7508
824	0.0828690377	220916.7378
825	0.08285584306	220843.0455
826	0.08285293412	220782.0544
827	0.08285262329	220769.153
828	0.08283539972	220737.3406
829	0.08282885828	220706.6695
830	0.08280480926	220687.0434
831	0.08280169996	220677.227
832	0.08276817352	220645.202
833	0.08277924486	220637.8927
834	0.08278034777	220620.0373
835	0.08275066644	220510.2972
836	0.08274071222	220468.2292
837	0.08269232571	220435.138
838	0.08267410035	220386.0454
839	0.08265718619	220337.7631
840	0.08265923851	220303.8325
841	0.08261890316	220222.8327
842	0.08255518016	220211.1748
843	0.0825429295	220140.0116
844	0.08253284281	220017.5633
845	0.08252678822	219990.793
846	0.0825034888	219942.1473
847	0.0824787871	219926.75
848	0.0824800707	219885.1951
849	0.08243097933	219874.982
850	0.08239678509	219824.2854
851	0.08238341211	219775.2548
852	0.08239200897	219759.4186
853	0.08235423471	219695.2033
854	0.08230357078	219678.0689
855	0.08228371831	219621.7746
856	0.08226336691	219580.5672
857	0.08225504498	219474.595
858	0.08221919181	219407.2458
859	0.08220949274	219372.4905
860	0.0821972316	219294.0712
861	0.08218490531	219287.3909
862	0.08215243436	219163.7353
863	0.08211938813	219105.1265
864	0.08211562209	219091.8802
865	0.08209206167	219062.0975
866	0.08208413503	219033.9616
867	0.08206669696	218986.8105
868	0.0820692955	218955.1035
869	0.08205842708	218939.9652
870	0.08201986055	218920.5541
871	0.08200407468	218909.0679
872	0.08199934561	218871.5527
873	0.08200258197	218857.5331
874	0.08200592779	218818.5226
875	0.08199066507	218739.148
876	0.08194768291	218711.6334
877	0.08192913305	218637.7134
878	0.08193875209	218620.8482
879	0.08194408941	218614.0434
880	0.08191993255	218601.7156
881	0.08191749505	218561.5958
882	0.08189676845	218548.7636
883	0.08185214052	218532.3385
884	0.08183226888	218506.2927
885	0.08182713472	218399.5678
886	0.08179688097	218187.8613
887	0.08179061153	218145.4638
888	0.08178253524	218103.5561
889	0.08175870196	218084.4313
890	0.08171511866	218015.6433
891	0.08171187443	217991.7322
892	0.08167549534	217953.6331
893	0.08164627458	217940.4385
894	0.08162934853	217918.0813
895	0.08160007686	217882.8414
896	0.08160711971	217839.7552
897	0.08160431264	217819.1138
898	0.08157809244	217743.6204
899	0.08155612655	217689.9193
900	0.08155579189	217658.5014
901	0.08154855126	217618.4645
902	0.08151996135	217533.4427
903	0.08148441348	217495.2985
904	0.08148588922	217465.9785
905	0.0814731893	217430.6566
906	0.0814723265	217404.519
907	0.08147426913	217359.3764
908	0.08147147062	217353.1941
909	0.08147419201	217344.3473
910	0.08146307249	217329.0567
911	0.08145265635	217311.8752
912	0.08143044466	217295.8772
913	0.08141219495	217229.3015
914	0.08137799716	217179.4457
915	0.08136885792	217134.9635
916	0.0813156693	217106.52
917	0.08128689137	217091.8642
918	0.08127785083	217066.5623
919	0.08125528109	217049.4459
920	0.08125280213	216958.6231
921	0.08123290343	216901.9255
922	0.08115116235	216875.6004
923	0.081160006	216846.4469
924	0.08114447319	216808.9537
925	0.08114052569	216803.6514
926	0.08113217201	216784.2009
927	0.08110459504	216747.0403
928	0.08110516403	216619.3775
929	0.08109333603	216594.288
930	0.08106690469	216545.8327
931	0.0810554524	216506.2221
932	0.08104499523	216476.8979
933	0.08103405727	216424.4925
934	0.08098432112	216375.5462
935	0.08098115279	216352.9356
936	0.08099132009	216329.4872
937	0.08099066866	216308.8914
938	0.0809612603	216266.0678
939	0.08094063661	216253.7049
940	0.08090734998	216220.7253
941	0.08088017286	216133.0307
942	0.08086563598	216072.0076
943	0.08083008807	216057.9918
944	0.08081969681	215992.6058
945	0.08080245824	215976.9497
946	0.08078577732	215946.7869
947	0.08077885987	215924.5649
948	0.08078135244	215904.5489
949	0.0807754928	215893.0559
950	0.08076905048	215879.9751
951	0.0807472881	215878.1921
952	0.08074210559	215857.7184
953	0.08069288972	215849.2191
954	0.08069204779	215821.1758
955	0.08068410667	215785.931
956	0.0806756728	215771.8325
957	0.08063419498	215747.3935
958	0.08063183673	215704.0488
959	0.08063151089	215692.3899
960	0.08062782692	215659.8953
961	0.08062492064	215605.7901
962	0.08060855162	215558.0816
963	0.08059263023	215494.3863
964	0.08057299703	215458.2965
965	0.08057301133	215425.3265
966	0.08057034433	215362.6566
967	0.08053670484	215351.3983
968	0.08048426123	215344.3326
969	0.08047975911	215329.5143
970	0.08042153841	215310.822
971	0.08040145719	215284.5404
972	0.08040536233	215269.4047
973	0.08038647146	215235.9496
974	0.08036354265	215147.7846
975	0.08033043465	215081.0464
976	0.08032031831	215044.4796
977	0.08031734254	215033.5076
978	0.0802898972	214972.0463
979	0.08026578649	214959.5773
980	0.08025371192	214913.4754
981	0.08023829895	214852.4921
982	0.08024384827	214837.09
983	0.08022447589	214795.6013
984	0.080213245	214778.1961
985	0.0801909238	214770.9913
986	0.08019214957	214757.135
987	0.08018351108	214711.7757
988	0.08016942838	214705.4597
989	0.08015257399	214688.6727
990	0.0801400919	214678.586
991	0.08012219683	214647.2077
992	0.08010994971	214457.9057
993	0.08008599643	214429.0482
994	0.08008714798	214406.9137
995	0.08007868608	214355.4721
996	0.08006994771	214274.8008
997	0.08004639615	214237.2117
998	0.08002992128	214206.226
999	0.08000387342	214183.0694
1000	0.08000850607	214128.6312
1001	0.0800006527	213985.6379
1002	0.08000118372	213940.7189
1003	0.07998546274	213886.3496
1004	0.07998175889	213868.5618
1005	0.0799692291	213850.9833
1006	0.0799506516	213799.9239
1007	0.07993589377	213769.8849
1008	0.07993783922	213755.2075
1009	0.07990057071	213737.9353
1010	0.07989580817	213705.0634
1011	0.07988751179	213681.5346
1012	0.0798744802	213638.4665
1013	0.0798622679	213593.7866
1014	0.07984878073	213566.0698
1015	0.07983539031	213541.2232
1016	0.0798305089	213521.9945
1017	0.07983455238	213469.385
1018	0.07983435058	213450.8753
1019	0.07983210573	213410.8911
1020	0.07980986154	213359.8779
1021	0.07980216499	213341.5987
1022	0.0797938539	213290.5175
1023	0.07977106616	213209.4383
1024	0.07977384173	213200.4372
1025	0.07974886741	213115.0154
1026	0.07971742501	213101.3612
1027	0.07971148555	212948.1521
1028	0.07970734668	212933.4413
1029	0.07970370667	212863.854
1030	0.07968484383	212796.1233
1031	0.0796685733	212761.4321
1032	0.07966462269	212744.4274
1033	0.0796443692	212738.2127
1034	0.07963750665	212722.0686
1035	0.07961664268	212718.9787
1036	0.07960658334	212674.3368
1037	0.07956957227	212623.5906
1038	0.07958711098	212589.8234
1039	0.0795734866	212502.2875
1040	0.07956632394	212490.1663
1041	0.07948155299	212459.7523
1042	0.07949470083	212439.9182
1043	0.07942518659	212402.0577
1044	0.07938239028	212382.0913
1045	0.07935624051	212366.6515
1046	0.07934621479	212278.9137
1047	0.07933778343	212253.1756
1048	0.0793060087	212233.5504
1049	0.07930471769	212217.1239
1050	0.079294986	212184.4498
1051	0.07926936106	212181.2453
1052	0.07924377663	212103.3763
1053	0.07923533807	212058.0143
1054	0.07923084491	212049.8066
1055	0.07922460388	211977.8203
1056	0.07921625643	211950.0654
1057	0.0792030176	211943.7074
1058	0.07917817448	211907.3069
1059	0.07916557309	211863.2964
1060	0.07917161614	211855.186
1061	0.07914995145	211837.435
1062	0.07911999033	211759.3754
1063	0.07911367828	211722.3757
1064	0.0790873238	211689.2196
1065	0.07908653177	211676.7503
1066	0.07906544964	211640.2334
1067	0.07904534037	211605.0432
1068	0.07904648771	211586.0672
1069	0.07902710671	211522.4289
1070	0.07902524396	211504.4613
1071	0.07903013428	211495.3275
1072	0.07902674276	211432.3094
1073	0.07899974176	211428.427
1074	0.07899969283	211399.3705
1075	0.07899192745	211336.7036
1076	0.07895027221	211327.1592
1077	0.07894487276	211310.4396
1078	0.0789312793	211298.5536
1079	0.07891076204	211281.2584
1080	0.07890530501	211252.9152
1081	0.07888160209	211188.069
1082	0.07886098492	211139.7517
1083	0.07885347139	211109.2232
1084	0.07882285581	210978.15
1085	0.07881910905	210968.7692
1086	0.07880579786	210929.1841
1087	0.07878701729	210909.7154
1088	0.07877221278	210760.346
1089	0.078758754	210745.5125
1090	0.07874629842	210734.2539
1091	0.07874713834	210717.0385
1092	0.07872198285	210663.4073
1093	0.07869990107	210616.6703
1094	0.0786982225	210610.1414
1095	0.07869211653	210607.302
1096	0.07868432816	210604.6991
1097	0.07866556326	210559.9963
1098	0.07867281639	210555.8054
1099	0.07866081572	210546.9404
1100	0.07864864958	210482.4938
1101	0.07858098115	210452.9998
1102	0.07858102268	210440.3753
1103	0.07856759061	210393.9638
1104	0.07856550736	210382.7065
1105	0.07856884875	210380.918
1106	0.07856230822	210317.924
1107	0.07856664992	210314.2674
1108	0.07855366693	210282.3094
1109	0.0785233506	210205.2137
1110	0.0785105768	210182.3323
1111	0.07846460978	210160.8184
1112	0.07840623247	210140.9392
1113	0.07838380254	210076.6034
1114	0.07839084559	210053.8868
1115	0.07838003157	210006.9634
1116	0.07838938489	209937.833
1117	0.07837687533	209890.7211
1118	0.07836059327	209844.0139
1119	0.0783441835	209793.7257
1120	0.0783198029	209751.0277
1121	0.07831581355	209729.8487
1122	0.07831691359	209652.9274
1123	0.07822448968	209633.4496
1124	0.0782108195	209600.738
1125	0.07820325184	209577.8876
1126	0.07817475883	209545.2064
1127	0.07817281096	209521.7058
1128	0.07814198017	209470.8624
1129	0.07813146091	209459.7336
1130	0.07813009213	209400.5713
1131	0.07807079682	209339.5903
1132	0.07803874725	209271.1828
1133	0.07801739791	209153.0836
1134	0.078003221	209140.1199
1135	0.07799358572	209107.8054
1136	0.07798455349	209069.5666
1137	0.0779679754	208970.6649
1138	0.07796789502	208957.2396
1139	0.07795811049	208766.3904
1140	0.0779509297	208716.1118
1141	0.07793578288	208703.9775
1142	0.07793679249	208683.6579
1143	0.07790584845	208678.1714
1144	0.0778985952	208668.731
1145	0.07788821244	208660.2014
1146	0.07787266844	208630.6407
1147	0.07787235906	208608.8556
1148	0.0778723021	208607.1757
1149	0.07787329464	208602.7391
1150	0.07787169522	208572.7914
1151	0.07784934856	208564.2878
1152	0.07784129967	208555.7408
1153	0.07783599268	208543.558
1154	0.07780117909	208507.7861
1155	0.07780209893	208468.9475
1156	0.07780585634	208460.0864
1157	0.07778927912	208377.4785
1158	0.07777931413	208333.2973
1159	0.07776799482	208304.3289
1160	0.07775701374	208242.9141
1161	0.07775866033	208238.6447
1162	0.0777442877	208200.1661
1163	0.07773646777	208149.2116
1164	0.07773154544	208142.1851
1165	0.07773265546	208139.7303
1166	0.07774309909	208126.0769
1167	0.07771838129	208117.8935
1168	0.07771509893	208090.9925
1169	0.07771253945	208080.2966
1170	0.07769401045	208047.1087
1171	0.07768975439	208038.6528
1172	0.07768278476	207996.5223
1173	0.0776692854	207960.7183
1174	0.07760923207	207942.1164
1175	0.07757666124	207935.7609
1176	0.07758342315	207868.0692
1177	0.07757822325	207842.9958
1178	0.07757476923	207821.9918
1179	0.07757278848	207764.8815
1180	0.07755442243	207749.7094
1181	0.07753591817	207685.2361
1182	0.07752008186	207658.1665
1183	0.07751454773	207654.7746
1184	0.07751177823	207629.3448
1185	0.07748821351	207564.2609
1186	0.07748351121	207550.1322
1187	0.07746192766	207529.2023
1188	0.07745853754	207446.2309
1189	0.07745558078	207439.8684
1190	0.07745151241	207408.2947
1191	0.07742025274	207361.5549
1192	0.07738519159	207344.6667
1193	0.07737563222	207288.9226
1194	0.07736780207	207254.3636
1195	0.07734305117	207224.6744
1196	0.07732810801	207180.7316
1197	0.07733129222	207151.4217
1198	0.07731963069	207141.3233
1199	0.0772965974	207098.2561
1200	0.07729413524	207028.5304
1201	0.07728442677	206993.6221
1202	0.07726734117	206967.2772
1203	0.07722176964	206945.2351
1204	0.07720983152	206901.7022
1205	0.07719007745	206861.9123
1206	0.0771913607	206808.7082
1207	0.07718007772	206788.7386
1208	0.07715934116	206745.4224
1209	0.07714311327	206730.7897
1210	0.07713688347	206724.6235
1211	0.07713456728	206717.5738
1212	0.07710565573	206623.0818
1213	0.07705741134	206614.0945
1214	0.07704463281	206601.7999
1215	0.07703913812	206562.6043
1216	0.07702888088	206534.3916
1217	0.07701896204	206526.6935
1218	0.07701331313	206501.9216
1219	0.07700264672	206467.2456
1220	0.07698307644	206436.824
1221	0.07697443005	206422.6455
1222	0.07695980549	206411.1241
1223	0.07695289719	206396.5684
1224	0.07692998263	206358.7659
1225	0.07691701985	206344.402
1226	0.07690107146	206268.9432
1227	0.07688178108	206259.5103
1228	0.07688244868	206252.1039
1229	0.07687134265	206235.7484
1230	0.07686858817	206218.9643
1231	0.07684696073	206205.7735
1232	0.07682663371	206193.4538
1233	0.07683367601	206180.7378
1234	0.076834134	206175.467
1235	0.07682714633	206132.637
1236	0.07681928098	206108.8836
1237	0.07682182686	206080.5464
1238	0.0768146825	206061.6602
1239	0.0768048715	206047.5246
1240	0.07675849768	206032.5573
1241	0.07673500161	205989.1854
1242	0.07673398476	205943.3601
1243	0.07674227634	205912.2855
1244	0.07673061397	205895.1594
1245	0.07671860857	205862.3423
1246	0.07665593766	205843.7207
1247	0.07663756884	205778.4596
1248	0.07662636718	205747.5272
1249	0.07662471486	205740.3175
1250	0.07661760933	205711.1941
1251	0.07660372716	205672.923
1252	0.07659781889	205657.5494
1253	0.07658250783	205600.4509
1254	0.076554762	205581.4341
1255	0.07654583642	205554.9737
1256	0.07652105932	205543.6689
1257	0.0765106401	205540.3659
1258	0.07648266796	205469.7371
1259	0.07646363433	205420.8536
1260	0.07644941869	205393.3407
1261	0.07644888284	205382.523
1262	0.07636954227	205360.5821
1263	0.07636072532	205303.3307
1264	0.0763668349	205263.9819
1265	0.07634490983	205249.7403
1266	0.07634337014	205239.0917
1267	0.07633790128	205216.0066
1268	0.07631572015	205192.7193
1269	0.07632158853	205164.6516
1270	0.07632828682	205073.9693
1271	0.0763330963	205073.0628
1272	0.07631503582	205010.745
1273	0.0763150869	205010.3733
1274	0.07630637454	205002.2018
1275	0.07628932717	204986.2563
1276	0.07627990192	204948.3292
1277	0.07626165061	204936.2529
1278	0.0762536684	204896.9794
1279	0.07624988162	204871.5054
1280	0.07624002288	204864.366
1281	0.07624073396	204858.6335
1282	0.07623370074	204842.7911
1283	0.07622090312	204790.8576
1284	0.07621042408	204777.4911
1285	0.07618882469	204764.0164
1286	0.07618078576	204745.7581
1287	0.07618091543	204740.5004
1288	0.07616281771	204720.8211
1289	0.07614384887	204686.9443
1290	0.07614005896	204682.2844
1291	0.07614131221	204673.3554
1292	0.07613600079	204651.7553
1293	0.07613174358	204614.7296
1294	0.07612109972	204601.7726
1295	0.0761132821	204551.2073
1296	0.07610040731	204510.2727
1297	0.07610696579	204490.0468
1298	0.07608994409	204471.6154
1299	0.07608769217	204460.7701
1300	0.07608605349	204446.0396
1301	0.07608439924	204437.6932
1302	0.07608182452	204412.9874
1303	0.07607804446	204376.3355
1304	0.07605469654	204364.2519
1305	0.07602467633	204331.3417
1306	0.07600544684	204299.9311
1307	0.0759972942	204223.2967
1308	0.0759823369	204218.3952
1309	0.07597492587	204207.6686
1310	0.07596518181	204171.0554
1311	0.07594166152	204165.603
1312	0.07583325781	204158.6994
1313	0.07582175862	204143.5007
1314	0.07582342877	204139.6168
1315	0.07581599923	204124.4275
1316	0.07579686174	204110.3322
1317	0.07580284765	204083.3968
1318	0.07579322687	204041.8875
1319	0.07579024239	204032.9549
1320	0.07576778254	204017.8542
1321	0.0757560339	204005.2702
1322	0.0757575371	204003.089
1323	0.07575646582	203989.5067
1324	0.07574779336	203974.5759
1325	0.07570303316	203947.3211
1326	0.07570401591	203927.3461
1327	0.07569279599	203917.6446
1328	0.07567818372	203889.0934
1329	0.07566504771	203868.0472
1330	0.07560293028	203861.6677
1331	0.07559541745	203717.4631
1332	0.07559103344	203689.6463
1333	0.07557579735	203636.9045
1334	0.07553628672	203562.9223
1335	0.0755167882	203477.3404
1336	0.07549334487	203459.6984
1337	0.07544568681	203438.6109
1338	0.0754323916	203427.9144
1339	0.07542542428	203332.8855
1340	0.07542818255	203326.8536
1341	0.0754159591	203274.4014
1342	0.07541498119	203231.12
1343	0.07538304125	203216.4807
1344	0.07538341905	203172.3092
1345	0.07536048535	203122.4793
1346	0.07535623004	203099.5741
1347	0.07534189631	203092.2488
1348	0.07534506082	203089.7349
1349	0.07533855667	203069.1445
1350	0.07533175294	203056.7313
1351	0.07531482564	203021.0311
1352	0.07530162407	203005.7698
1353	0.07528364411	202996.5628
1354	0.07527976881	202987.6763
1355	0.07526886718	202981.154
1356	0.07525919757	202974.3913
1357	0.0752504273	202935.1413
1358	0.07524904566	202933.3466
1359	0.07520323562	202920.6408
1360	0.07518160176	202896.2829
1361	0.07517773363	202875.2532
1362	0.07516842417	202861.4795
1363	0.07516248782	202845.297
1364	0.07516777718	202836.2877
1365	0.07513177691	202822.0217
1366	0.07511409604	202773.6204
1367	0.07510872771	202741.5824
1368	0.07510340903	202708.0276
1369	0.07506090596	202676.4497
1370	0.0750636931	202674.6829
1371	0.07503048399	202670.3725
1372	0.07502297178	202643.0072
1373	0.075014917	202582.3752
1374	0.07501104668	202574.2442
1375	0.07500101045	202561.1267
1376	0.07499491975	202485.695
1377	0.07499064621	202467.3245
1378	0.07497516795	202416.1259
1379	0.07496405912	202406.3257
1380	0.07495009327	202403.3926
1381	0.07493336541	202350.7301
1382	0.07493577424	202325.885
1383	0.07492827197	202320.6495
1384	0.07491141391	202244.8232
1385	0.07490453548	202189.6479
1386	0.07489988119	202186.2376
1387	0.07489775987	202183.844
1388	0.07488845781	202148.0935
1389	0.07487757015	202073.3184
1390	0.07489636861	202050.6066
1391	0.07488898004	202049.5814
1392	0.07485575019	202033.7698
1393	0.07484273178	202006.6452
1394	0.07483273361	201975.8723
1395	0.07480616016	201884.8773
1396	0.07479259083	201813.831
1397	0.07477866274	201759.5865
1398	0.07471295249	201745.6886
1399	0.07467055558	201736.532
1400	0.07466415875	201706.4421
1401	0.07466080878	201701.0233
1402	0.07465514362	201689.1067
1403	0.07464505265	201674.7137
1404	0.07462974336	201604.2124
1405	0.07461521913	201595.363
1406	0.07461342955	201586.5927
1407	0.07461552268	201573.434
1408	0.07461121473	201548.5166
1409	0.07458748284	201466.3577
1410	0.07458239998	201460.7582
1411	0.0745815942	201449.2182
1412	0.0745643644	201426.4305
1413	0.07456758791	201329.3281
1414	0.07452332161	201321.758
1415	0.07453283196	201301.1417
1416	0.07451929249	201278.5457
1417	0.07450951418	201268.0614
1418	0.07448552372	201261.5678
1419	0.07447835759	201237.2639
1420	0.07445205611	201224.5497
1421	0.0744487194	201215.0518
1422	0.07444585457	201209.7237
1423	0.07443461597	201180.7179
1424	0.07443090207	201167.2379
1425	0.07441805219	201154.1732
1426	0.0744212747	201142.0224
1427	0.07441463726	201132.7841
1428	0.07439960721	201103.0992
1429	0.07439349325	201080.8916
1430	0.07439297665	201048.0369
1431	0.07438652535	201026.6162
1432	0.07437547433	200999.0531
1433	0.07432392292	200966.1667
1434	0.07433408427	200945.5058
1435	0.07432396465	200900.3297
1436	0.07430639164	200894.9678
1437	0.07428075342	200843.2962
1438	0.07427423032	200812.8906
1439	0.07426489808	200750.4961
1440	0.07425890592	200733.3199
1441	0.07425148188	200718.8145
1442	0.07424775935	200712.298
1443	0.07423892004	200708.0858
1444	0.0742294322	200703.3478
1445	0.07420755603	200675.6355
1446	0.07419790678	200608.3683
1447	0.07418974657	200579.671
1448	0.07417475682	200565.3428
1449	0.07416444257	200555.7877
1450	0.07414749248	200539.4458
1451	0.07414312015	200487.8486
1452	0.07413652703	200472.9954
1453	0.07413118909	200421.3733
1454	0.07411822554	200399.1657
1455	0.07411410373	200395.4675
1456	0.0741160223	200393.1982
1457	0.07409542597	200388.2183
1458	0.07409789388	200362.9414
1459	0.0740856828	200318.7986
1460	0.07408075918	200267.3
1461	0.07407859686	200256.4009
1462	0.07406123201	200212.9443
1463	0.0740532688	200207.5114
1464	0.07404459312	200179.7484
1465	0.07403449303	200159.9741
1466	0.07402764229	200110.054
1467	0.07402316024	200096.1136
1468	0.074009631	200079.2741
1469	0.07400417104	200073.0809
1470	0.07399876148	200044.0297
1471	0.07398264658	200015.9838
1472	0.07398397476	200001.0516
1473	0.07397915514	199972.0027
1474	0.07394062666	199939.7986
1475	0.07394313243	199937.3079
1476	0.07394044599	199926.5362
1477	0.07394548111	199897.4471
1478	0.07391295613	199843.0727
1479	0.07390672189	199794.1291
1480	0.07389596725	199778.8437
1481	0.07388872383	199719.6953
1482	0.07386762695	199657.6808
1483	0.07385476449	199612.8685
1484	0.07385277763	199568.4039
1485	0.07384280194	199493.835
1486	0.07383085833	199481.523
1487	0.07382816643	199475.3689
1488	0.0738149278	199437.7856
1489	0.07378574889	199415.1076
1490	0.07377078062	199345.6385
1491	0.07375559395	199319.8321
1492	0.07374751411	199306.889
1493	0.07370760373	199276.5137
1494	0.07369725836	199259.1382
1495	0.07368409674	199244.7323
1496	0.07367587828	199213.5638
1497	0.07366121168	199177.8425
1498	0.07365410069	199143.805
1499	0.07365375886	199131.5181
1500	0.07362399364	199090.6272
1501	0.07361044679	199067.6149
1502	0.07357555109	199063.2423
1503	0.07357459394	199058.875
1504	0.07356969734	198985.4966
1505	0.07356585338	198979.3818
1506	0.07356855141	198963.9904
1507	0.0735716101	198944.3857
1508	0.0735635267	198936.7101
1509	0.07355987917	198931.0291
1510	0.07354624596	198904.033
1511	0.07354824686	198847.1936
1512	0.0735505339	198817.7607
1513	0.07354883341	198811.028
1514	0.07353373654	198785.3793
1515	0.07350210577	198775.9004
1516	0.07349585719	198686.737
1517	0.07347191176	198611.4382
1518	0.07343268761	198586.4405
1519	0.07342263176	198581.9463
1520	0.07341743126	198542.2224
1521	0.0734144707	198524.0528
1522	0.07337335693	198499.3621
1523	0.07336652977	198484.2631
1524	0.07335934765	198420.4703
1525	0.07333283808	198402.675
1526	0.07332579583	198389.9474
1527	0.07332048	198346.5392
1528	0.07332462876	198342.1232
1529	0.07331916504	198331.0794
1530	0.07331682004	198325.1372
1531	0.07330779491	198298.219
1532	0.0733072563	198284.4996
1533	0.07330775659	198274.2278
1534	0.07330231175	198273.4975
1535	0.07329602284	198187.7476
1536	0.07328575159	198177.253
1537	0.07326833426	198153.344
1538	0.07321070169	198146.6595
1539	0.07318771276	198132.86
1540	0.07318258467	198127.6711
1541	0.07315573428	198091.2281
1542	0.07315521449	198083.3478
1543	0.07314514025	198054.0242
1544	0.07312449992	198020.7945
1545	0.07311767749	197991.2612
1546	0.07310251815	197982.8806
1547	0.07307634068	197952.8302
1548	0.07306930425	197889.761
1549	0.07306450082	197866.7086
1550	0.07305524264	197824.6377
1551	0.07302658864	197811.5503
1552	0.07302318765	197792.4634
1553	0.07302149082	197788.1685
1554	0.07300459415	197779.9945
1555	0.07299484458	197765.465
1556	0.07298340425	197747.5065
1557	0.07296710361	197738.4465
1558	0.07295410111	197722.435
1559	0.07294133872	197669.3763
1560	0.07294204101	197667.8172
1561	0.07291808946	197652.7498
1562	0.07291027363	197644.1779
1563	0.07290499038	197639.7674
1564	0.07285672219	197624.7155
1565	0.07284872654	197613.8663
1566	0.07284423459	197575.3943
1567	0.07282052385	197545.1847
1568	0.07282173442	197540.0419
1569	0.07280919334	197527.3336
1570	0.07279468415	197495.7033
1571	0.07277981936	197463.2815
1572	0.07277905224	197459.5148
1573	0.07274740154	197438.3776
1574	0.07274724852	197393.0233
1575	0.07273767287	197350.375
1576	0.07272039077	197333.9267
1577	0.07271693076	197296.8858
1578	0.07268423957	197280.0289
1579	0.0726918055	197258.8393
1580	0.07268081967	197245.7827
1581	0.07267146401	197194.9696
1582	0.07266086919	197178.5019
1583	0.07266001662	197171.7228
1584	0.07263807914	197120.6807
1585	0.07261733101	197119.0925
1586	0.0726070116	197082.8618
1587	0.0726075652	197079.523
1588	0.07258974126	197063.7658
